ip	hostname	city	region	country	loc	org	postal	timezone
91.142.222.180	decotrix1.sensekia.net	Valencia	Valencia	ES	39.4739,-0.3797	AS50926 AXARNET COMUNICACIONES, S.L.	46001	Europe/Madrid
91.146.102.123	cruzber.loading.es	Ourense	Galicia	ES	42.3367,-7.8641	AS198066 Grupo Loading Systems, S.L.	32002	Europe/Madrid
91.146.98.252	correo.hispalyt.es	Ourense	Galicia	ES	42.3367,-7.8641	AS198066 Grupo Loading Systems, S.L.	32002	Europe/Madrid
91.242.149.202		Madrid	Madrid	ES	40.4165,-3.7026	AS34471 Free Technologies Excom S.L.	28004	Europe/Madrid
92.59.114.37	37.pool92-59-114.dynamic.orange.es	Rincón de la Victoria	Andalusia	ES	36.7171,-4.2758	AS12479 Orange Espagne SA	29730	Europe/Madrid
93.93.112.57	ip93-93-112-57.pbiaas.com	La Línea de la Concepción	Andalusia	ES	36.1681,-5.3478	AS8560 IONOS SE	11300	Europe/Madrid
93.93.118.120	ip93-93-118-120.pbiaas.com	La Línea de la Concepción	Andalusia	ES	36.1681,-5.3478	AS8560 IONOS SE	11300	Europe/Madrid
94.46.206.70		Madrid	Madrid	ES	40.4165,-3.7026	AS203020 HostRoyale Technologies Pvt Ltd	28004	Europe/Madrid
94.73.45.162		Alcorcón	Madrid	ES	40.3458,-3.8249	AS15704 XTRA TELECOM S.A.	28920	Europe/Madrid
84.255.34.39	c34-39.i04-9.onvol.net	Marsaskala	Marsaskala	MT	35.8622,14.5670	AS12709 Melita Limited	MSK	Europe/Malta
85.119.122.23	c122-23.i17-01.melita.com	Marsaskala	Marsaskala	MT	35.8622,14.5670	AS200805 Melita Limited	MSK	Europe/Malta
166.0.217.101	166-0-217-101.ips.acedatacenter.com	Minsk	Minsk City	BY	53.9000,27.5667		220002	Europe/Minsk
166.0.217.122	166-0-217-122.ips.acedatacenter.com	Minsk	Minsk City	BY	53.9000,27.5667		220002	Europe/Minsk
166.0.217.192	166-0-217-192.ips.acedatacenter.com	Minsk	Minsk City	BY	53.9000,27.5667		220002	Europe/Minsk
166.0.217.208	166-0-217-208.ips.acedatacenter.com	Minsk	Minsk City	BY	53.9000,27.5667		220002	Europe/Minsk
166.0.217.225	166-0-217-225.ips.acedatacenter.com	Minsk	Minsk City	BY	53.9000,27.5667		220002	Europe/Minsk
166.0.217.24	166-0-217-24.ips.acedatacenter.com	Minsk	Minsk City	BY	53.9000,27.5667		220002	Europe/Minsk
166.0.217.53	166-0-217-53.ips.acedatacenter.com	Minsk	Minsk City	BY	53.9000,27.5667		220002	Europe/Minsk
166.0.217.6	166-0-217-6.ips.acedatacenter.com	Minsk	Minsk City	BY	53.9000,27.5667		220002	Europe/Minsk
166.0.217.9	166-0-217-9.ips.acedatacenter.com	Minsk	Minsk City	BY	53.9000,27.5667		220002	Europe/Minsk
166.0.217.93	166-0-217-93.ips.acedatacenter.com	Minsk	Minsk City	BY	53.9000,27.5667		220002	Europe/Minsk
185.66.69.19	panel.1host.by	Minsk	Minsk City	BY	53.9000,27.5667	AS6697 Republican Unitary Telecommunication Enterprise Beltelecom	220002	Europe/Minsk
195.50.20.106		Minsk	Minsk City	BY	53.9000,27.5667	AS60330 Belarusian Cloud Technologies LLC	220002	Europe/Minsk
93.125.18.219	webserver3.cloudpark.by	Minsk	Minsk City	BY	53.9000,27.5667	AS56740 DataHata Ltd	220002	Europe/Minsk
104.28.230.243		Moscow	Moscow	RU	55.7522,37.6156	AS13335 Cloudflare, Inc.	101000	Europe/Moscow
109.248.143.16		Moscow	Moscow	RU	55.7522,37.6156	AS35048 Biterika Group LLC	101000	Europe/Moscow
109.248.49.11		Moscow	Moscow	RU	55.7522,37.6156	AS35048 Biterika Group LLC	101000	Europe/Moscow
141.8.192.132	sol.from.sh	Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS35278 SPRINTHOST.RU LLC	195213	Europe/Moscow
141.8.195.124	galar.from.sh	Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS35278 SPRINTHOST.RU LLC	195213	Europe/Moscow
147.45.80.125		Moscow	Moscow	RU	55.7522,37.6156	AS39238 OKB PROGRESS LLC	101000	Europe/Moscow
147.45.80.241		Moscow	Moscow	RU	55.7522,37.6156	AS39238 OKB PROGRESS LLC	101000	Europe/Moscow
147.45.81.146		Moscow	Moscow	RU	55.7522,37.6156	AS39238 OKB PROGRESS LLC	101000	Europe/Moscow
147.45.81.23		Moscow	Moscow	RU	55.7522,37.6156	AS39238 OKB PROGRESS LLC	101000	Europe/Moscow
147.45.81.81		Moscow	Moscow	RU	55.7522,37.6156	AS39238 OKB PROGRESS LLC	101000	Europe/Moscow
147.45.82.205		Moscow	Moscow	RU	55.7522,37.6156	AS39238 OKB PROGRESS LLC	101000	Europe/Moscow
147.45.82.245		Moscow	Moscow	RU	55.7522,37.6156	AS39238 OKB PROGRESS LLC	101000	Europe/Moscow
147.45.82.37		Moscow	Moscow	RU	55.7522,37.6156	AS39238 OKB PROGRESS LLC	101000	Europe/Moscow
147.45.82.61		Moscow	Moscow	RU	55.7522,37.6156	AS39238 OKB PROGRESS LLC	101000	Europe/Moscow
147.45.83.147		Moscow	Moscow	RU	55.7522,37.6156	AS39238 OKB PROGRESS LLC	101000	Europe/Moscow
147.45.83.159		Moscow	Moscow	RU	55.7522,37.6156	AS39238 OKB PROGRESS LLC	101000	Europe/Moscow
147.45.83.94		Moscow	Moscow	RU	55.7522,37.6156	AS39238 OKB PROGRESS LLC	101000	Europe/Moscow
147.45.92.173		Moscow	Moscow	RU	55.7522,37.6156	AS8342 JSC RTComm.RU	101000	Europe/Moscow
147.45.92.22		Moscow	Moscow	RU	55.7522,37.6156	AS8342 JSC RTComm.RU	101000	Europe/Moscow
147.45.93.221		Moscow	Moscow	RU	55.7522,37.6156	AS8342 JSC RTComm.RU	101000	Europe/Moscow
147.45.93.238		Moscow	Moscow	RU	55.7522,37.6156	AS8342 JSC RTComm.RU	101000	Europe/Moscow
147.45.93.253		Moscow	Moscow	RU	55.7522,37.6156	AS8342 JSC RTComm.RU	101000	Europe/Moscow
147.45.93.82		Moscow	Moscow	RU	55.7522,37.6156	AS8342 JSC RTComm.RU	101000	Europe/Moscow
147.45.94.18		Moscow	Moscow	RU	55.7522,37.6156	AS8342 JSC RTComm.RU	101000	Europe/Moscow
147.45.94.196		Moscow	Moscow	RU	55.7522,37.6156	AS8342 JSC RTComm.RU	101000	Europe/Moscow
147.45.94.34		Moscow	Moscow	RU	55.7522,37.6156	AS8342 JSC RTComm.RU	101000	Europe/Moscow
147.45.94.76		Moscow	Moscow	RU	55.7522,37.6156	AS8342 JSC RTComm.RU	101000	Europe/Moscow
147.45.95.115		Moscow	Moscow	RU	55.7522,37.6156	AS8342 JSC RTComm.RU	101000	Europe/Moscow
147.45.95.121		Moscow	Moscow	RU	55.7522,37.6156	AS8342 JSC RTComm.RU	101000	Europe/Moscow
147.45.95.136		Moscow	Moscow	RU	55.7522,37.6156	AS8342 JSC RTComm.RU	101000	Europe/Moscow
147.45.95.155		Moscow	Moscow	RU	55.7522,37.6156	AS8342 JSC RTComm.RU	101000	Europe/Moscow
147.45.95.214		Moscow	Moscow	RU	55.7522,37.6156	AS8342 JSC RTComm.RU	101000	Europe/Moscow
147.45.95.51		Moscow	Moscow	RU	55.7522,37.6156	AS8342 JSC RTComm.RU	101000	Europe/Moscow
147.45.95.88		Moscow	Moscow	RU	55.7522,37.6156	AS8342 JSC RTComm.RU	101000	Europe/Moscow
147.45.95.89		Moscow	Moscow	RU	55.7522,37.6156	AS8342 JSC RTComm.RU	101000	Europe/Moscow
158.255.80.210		Moscow	Moscow	RU	55.7522,37.6156	AS60904 ATC Telecom LTD.	101000	Europe/Moscow
176.118.234.221		Rostov-na-Donu	Rostov	RU	47.2313,39.7233	AS47626 Timer, LLC	344000	Europe/Moscow
178.170.244.56	vhost007.rdock.ru	Moscow	Moscow	RU	55.7522,37.6156	AS206812 "Domain names registrar REG.RU", Ltd	101000	Europe/Moscow
178.210.76.189	taupharm.nichost.ru	Moscow	Moscow	RU	55.7522,37.6156	AS48287 JSC "RU-CENTER"	101000	Europe/Moscow
178.210.92.43	mashi14506.nichost.ru	Moscow	Moscow	RU	55.7522,37.6156	AS48287 JSC "RU-CENTER"	101000	Europe/Moscow
178.217.152.147		Maykop	Adygeya Republic	RU	44.6078,40.1058	AS51133 Mediagrand Ltd.	385730	Europe/Moscow
178.250.158.99	default.clo.ru	Moscow	Moscow	RU	55.7522,37.6156	AS29182 JSC IOT	101000	Europe/Moscow
178.250.185.36		Moscow	Moscow	RU	55.7522,37.6156	AS48030 Martynova Irina Nikolaevna	101000	Europe/Moscow
178.253.43.167	3121629-cy97423.twc1.net	Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS9123 TimeWeb Ltd.	195213	Europe/Moscow
178.57.216.108	cpanel1.relevate.ru	Moscow	Moscow	RU	55.7522,37.6156	AS210079 EuroByte LLC	101000	Europe/Moscow
178.57.217.216	cpanel2.hothat.ru	Moscow	Moscow	RU	55.7522,37.6156	AS210079 EuroByte LLC	101000	Europe/Moscow
185.114.245.100	vh304.timeweb.ru	Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS9123 TimeWeb Ltd.	195213	Europe/Moscow
185.114.245.110	bitrix360.timeweb.ru	Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS9123 TimeWeb Ltd.	195213	Europe/Moscow
185.114.245.123	vh438.timeweb.ru	Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS9123 TimeWeb Ltd.	195213	Europe/Moscow
185.114.245.124	vh326.timeweb.ru	Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS9123 TimeWeb Ltd.	195213	Europe/Moscow
185.114.247.232	vh422.timeweb.ru	Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS9123 TimeWeb Ltd.	195213	Europe/Moscow
185.117.28.24	host-185-117-28-24.cybertech.ru	Moscow	Moscow	RU	55.7522,37.6156	AS47913 Moshonkin Ilia Sergeevich	101000	Europe/Moscow
185.128.107.129		Moscow	Moscow	RU	55.7522,37.6156	AS205090 FIRST SERVER LIMITED	101000	Europe/Moscow
185.166.162.17		Moscow	Moscow	RU	55.7522,37.6156	AS47913 Moshonkin Ilia Sergeevich	101000	Europe/Moscow
185.166.162.179		Moscow	Moscow	RU	55.7522,37.6156	AS47913 Moshonkin Ilia Sergeevich	101000	Europe/Moscow
185.180.231.194	elitdizain-rybinsk.ru	Moscow	Moscow	RU	55.7522,37.6156	AS204997 FIRST SERVER LIMITED	101000	Europe/Moscow
185.181.244.187		Moscow	Moscow	RU	55.7522,37.6156	AS35048 Biterika Group LLC	124489	Europe/Moscow
185.200.240.65	ismtj.co	Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS9123 TimeWeb Ltd.	195213	Europe/Moscow
185.212.112.128		Moscow	Moscow	RU	55.7522,37.6156	AS212667 RECONN LLC	102136	Europe/Moscow
185.225.33.109	m1.crave.beget.com	Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS198610 Beget LLC	195213	Europe/Moscow
185.225.33.2	m1.owl.beget.com	Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS198610 Beget LLC	195213	Europe/Moscow
185.26.122.18	serv18-26.hostland.ru	Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS62082 Hostland LTD	195213	Europe/Moscow
185.26.122.21	serv21-26.hostland.ru	Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS62082 Hostland LTD	195213	Europe/Moscow
185.26.122.54	serv54-26.hostland.ru	Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS62082 Hostland LTD	195213	Europe/Moscow
185.26.122.80	serv80-26.hostland.ru	Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS62082 Hostland LTD	195213	Europe/Moscow
185.50.25.42	m1.free10.beget.com	Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS198610 Beget LLC	195213	Europe/Moscow
185.50.25.54	m1.free21.beget.com	Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS198610 Beget LLC	195213	Europe/Moscow
185.50.25.58	m1.free28.beget.com	Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS198610 Beget LLC	195213	Europe/Moscow
185.50.25.8	m1.free9.beget.com	Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS198610 Beget LLC	195213	Europe/Moscow
185.72.146.136	sn007.fullspace.ru	Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS201499 SPRINTHOST.RU LLC	195213	Europe/Moscow
185.84.108.14	web30.majordomo.ru	Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS43362 Hosting Ltd	195213	Europe/Moscow
188.127.251.79		Moscow	Moscow	RU	55.7522,37.6156	AS56694 LLC Smart Ape	101000	Europe/Moscow
188.130.218.240		Moscow	Moscow	RU	55.7522,37.6156	AS35048 Biterika Group LLC	101000	Europe/Moscow
188.225.40.140	vh426.timeweb.ru	Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS9123 TimeWeb Ltd.	195213	Europe/Moscow
188.225.40.161	vh366.timeweb.ru	Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS9123 TimeWeb Ltd.	195213	Europe/Moscow
188.225.40.227	vh386.timeweb.ru	Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS9123 TimeWeb Ltd.	195213	Europe/Moscow
188.225.63.143	vh388.timeweb.ru	Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS9123 TimeWeb Ltd.	195213	Europe/Moscow
188.246.233.180	mainbeyond.club	Moscow	Moscow	RU	55.7522,37.6156	AS50340 JSC Selectel	101000	Europe/Moscow
193.160.211.172		Moscow	Moscow	RU	55.7522,37.6156	AS212667 RECONN LLC	102136	Europe/Moscow
193.164.17.45	free.example.com	Moscow	Moscow	RU	55.7522,37.6156	AS47995 Apple Technologies LLC	101000	Europe/Moscow
193.41.78.245	r193-41-78-245.utex-telecom.ru	Moscow	Moscow	RU	55.7522,37.6156	AS51904 Utex-Telecom LLC	101000	Europe/Moscow
193.7.219.26		Rostov-na-Donu	Rostov	RU	47.2313,39.7233	AS47626 Timer, LLC	344000	Europe/Moscow
194.146.240.144		Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS12389 PJSC Rostelecom	195213	Europe/Moscow
194.156.123.14		Moscow	Moscow	RU	55.7522,37.6156	AS35048 Biterika Group LLC	102136	Europe/Moscow
194.33.36.170		Moscow	Moscow	RU	55.7522,37.6156	AS47913 Moshonkin Ilia Sergeevich	101000	Europe/Moscow
194.58.88.75	d30053.exe.regrucolo.ru	Moscow	Moscow	RU	55.7522,37.6156	AS197695 "Domain names registrar REG.RU", Ltd	101000	Europe/Moscow
194.67.67.172	194-67-67-172.cloudvps.regruhosting.ru	Moscow	Moscow	RU	55.7522,37.6156	AS197695 "Domain names registrar REG.RU", Ltd	101000	Europe/Moscow
194.87.151.45		Moscow	Moscow	RU	55.7522,37.6156	AS9123 TimeWeb Ltd.	101000	Europe/Moscow
195.69.150.9		Moscow	Moscow	RU	55.7522,37.6156	AS212667 RECONN LLC	101000	Europe/Moscow
195.94.230.222		Moscow	Moscow	RU	55.7522,37.6156	AS8595 OOO WestCall Ltd.	101000	Europe/Moscow
2001:1bb0:e000:1e::25d		Moscow	Moscow	RU	55.7522,37.6156	AS8342 JSC RTComm.RU	101000	Europe/Moscow
212.192.24.22		Moscow	Moscow	RU	55.7522,37.6156	AS48614 ITSOFT LLC	101000	Europe/Moscow
212.193.52.194	292053.simplecloud.ru	Moscow	Moscow	RU	55.7522,37.6156	AS201848 Trader soft LLC	101000	Europe/Moscow
212.42.58.120	212.42.58.120.teerex.ru	Moscow	Moscow	RU	55.7522,37.6156	AS48199 Tehno-Pro LLC	101000	Europe/Moscow
212.92.148.164		Nizhniy Novgorod	Nizhny Novgorod Oblast	RU	56.3287,44.0020	AS8371 PJSC "Vimpelcom"	603000	Europe/Moscow
2a00:f940:2:4:2::2701		Moscow	Moscow	RU	55.7522,37.6156	AS197695 "Domain names registrar REG.RU", Ltd	101000	Europe/Moscow
2a00:f940:2:4:2::4a60		Moscow	Moscow	RU	55.7522,37.6156	AS197695 "Domain names registrar REG.RU", Ltd	101000	Europe/Moscow
2a03:6f00:1:1::5c35:6a72		Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS9123 TimeWeb Ltd.	195213	Europe/Moscow
2a03:6f00:1::5c35:6004		Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS9123 TimeWeb Ltd.	195213	Europe/Moscow
2a03:6f00:1::5c35:601d		Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS9123 TimeWeb Ltd.	195213	Europe/Moscow
2a03:6f00:1::5c35:6075		Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS9123 TimeWeb Ltd.	195213	Europe/Moscow
2a03:6f00:1::5c35:607a		Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS9123 TimeWeb Ltd.	195213	Europe/Moscow
2a03:6f00:1::5c35:6089		Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS9123 TimeWeb Ltd.	195213	Europe/Moscow
2a03:6f00:1::5c35:6099		Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS9123 TimeWeb Ltd.	195213	Europe/Moscow
2a03:6f00:1::5c35:60a5		Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS9123 TimeWeb Ltd.	195213	Europe/Moscow
2a03:6f00:1::5c35:60d5		Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS9123 TimeWeb Ltd.	195213	Europe/Moscow
2a03:6f00:1::5c35:60d7		Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS9123 TimeWeb Ltd.	195213	Europe/Moscow
2a03:6f00:1::5ec6:df4a		Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS9123 TimeWeb Ltd.	195213	Europe/Moscow
2a03:6f00:6:1::517:3238		Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS9123 TimeWeb Ltd.	195213	Europe/Moscow
2a03:6f00:6:1::517:3279		Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS9123 TimeWeb Ltd.	195213	Europe/Moscow
2a03:6f00:6:1::517:3364		Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS9123 TimeWeb Ltd.	195213	Europe/Moscow
2a03:6f00:6:1::b972:f56c		Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS9123 TimeWeb Ltd.	195213	Europe/Moscow
2a03:6f00:6:1::b972:f7e8		Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS9123 TimeWeb Ltd.	195213	Europe/Moscow
2a03:6f00:6:1::bce1:288c		Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS9123 TimeWeb Ltd.	195213	Europe/Moscow
2a03:6f01:1:2::6158		Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS9123 TimeWeb Ltd.	195213	Europe/Moscow
2a03:6f01:1:2::923b		Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS9123 TimeWeb Ltd.	195213	Europe/Moscow
2a0a:2b42:0:12::		Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS35278 SPRINTHOST.RU LLC	195213	Europe/Moscow
31.12.94.38		Moscow	Moscow	RU	55.7522,37.6156	AS47913 Moshonkin Ilia Sergeevich	101000	Europe/Moscow
31.177.95.210		Moscow	Moscow	RU	55.7522,37.6156	AS48287 JSC "RU-CENTER"	101000	Europe/Moscow
31.31.198.201	spl89.hosting.reg.ru	Moscow	Moscow	RU	55.7522,37.6156	AS197695 "Domain names registrar REG.RU", Ltd	101000	Europe/Moscow
31.31.198.217	spl97.hosting.reg.ru	Moscow	Moscow	RU	55.7522,37.6156	AS197695 "Domain names registrar REG.RU", Ltd	101000	Europe/Moscow
31.40.203.105		Moscow	Moscow	RU	55.7522,37.6156	AS35048 Biterika Group LLC	101000	Europe/Moscow
37.139.53.170		Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS34665 Petersburg Internet Network ltd.	195213	Europe/Moscow
37.139.53.179		Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS34665 Petersburg Internet Network ltd.	195213	Europe/Moscow
37.139.53.191		Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS34665 Petersburg Internet Network ltd.	195213	Europe/Moscow
37.139.53.198		Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS34665 Petersburg Internet Network ltd.	195213	Europe/Moscow
37.139.53.25		Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS34665 Petersburg Internet Network ltd.	195213	Europe/Moscow
37.140.192.171	server88.hosting.reg.ru	Moscow	Moscow	RU	55.7522,37.6156	AS197695 "Domain names registrar REG.RU", Ltd	101000	Europe/Moscow
37.252.255.135	dns.nextdns.io	Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS42473 ANEXIA Internetdienstleistungs GmbH	195213	Europe/Moscow
45.131.46.30	martixotstoi.ru	Moscow	Moscow	RU	55.7522,37.6156	AS212913 FOP Hornostay Mykhaylo Ivanovych	101000	Europe/Moscow
45.135.132.20	vm279430.bitweb.cloud	Moscow	Moscow	RU	55.7522,37.6156	AS57271 BitWeb LLC	101000	Europe/Moscow
45.139.124.38		Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS39476 Life Net LLC	195213	Europe/Moscow
45.140.53.216		Moscow	Moscow	RU	55.7522,37.6156	AS35048 Biterika Group LLC	101000	Europe/Moscow
45.140.54.103		Moscow	Moscow	RU	55.7522,37.6156	AS35048 Biterika Group LLC	101000	Europe/Moscow
45.141.76.143		Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS198610 Beget LLC	195213	Europe/Moscow
45.142.252.32		Moscow	Moscow	RU	55.7522,37.6156	AS214574 Biterika Group LLC	124489	Europe/Moscow
45.142.253.31		Moscow	Moscow	RU	55.7522,37.6156	AS214574 Biterika Group LLC	124489	Europe/Moscow
45.145.118.185		Moscow	Moscow	RU	55.7522,37.6156	AS35048 Biterika Group LLC	101000	Europe/Moscow
45.145.118.95		Moscow	Moscow	RU	55.7522,37.6156	AS35048 Biterika Group LLC	101000	Europe/Moscow
45.15.236.99		Moscow	Moscow	RU	55.7522,37.6156	AS214574 Biterika Group LLC	101000	Europe/Moscow
45.151.145.193		Moscow	Moscow	RU	55.7522,37.6156	AS35048 Biterika Group LLC	102136	Europe/Moscow
45.67.59.248		Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS198610 Beget LLC	195213	Europe/Moscow
45.81.136.220		Moscow	Moscow	RU	55.7522,37.6156	AS35048 Biterika Group LLC	101000	Europe/Moscow
45.85.64.124		Moscow	Moscow	RU	55.7522,37.6156	AS212667 RECONN LLC	101000	Europe/Moscow
45.85.64.252		Moscow	Moscow	RU	55.7522,37.6156	AS212667 RECONN LLC	101000	Europe/Moscow
45.85.65.74		Makhachkala	Dagestan	RU	42.9764,47.5024	AS48995 IE Gilaskhanov Said Visirpashaevich	367000	Europe/Moscow
45.88.208.229		Moscow	Moscow	RU	55.7522,37.6156	AS212667 RECONN LLC	101000	Europe/Moscow
45.89.65.217	vm3250062.firstbyte.club	Moscow	Moscow	RU	55.7522,37.6156	AS205090 FIRST SERVER LIMITED	101000	Europe/Moscow
45.89.68.210		Moscow	Moscow	RU	55.7522,37.6156	AS212667 RECONN LLC	101000	Europe/Moscow
45.89.71.142		Moscow	Moscow	RU	55.7522,37.6156	AS212667 RECONN LLC	101000	Europe/Moscow
45.90.44.76		Moscow	Moscow	RU	55.7522,37.6156	AS212667 RECONN LLC	101000	Europe/Moscow
45.91.160.251		Moscow	Moscow	RU	55.7522,37.6156	AS212667 RECONN LLC	101000	Europe/Moscow
45.92.126.167		Moscow	Moscow	RU	55.7522,37.6156	AS47913 Moshonkin Ilia Sergeevich	101000	Europe/Moscow
46.161.15.35	aponet-shop.com	Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS34665 Petersburg Internet Network ltd.	195213	Europe/Moscow
46.8.141.131	cetus.lite-host.in	Moscow	Moscow	RU	55.7522,37.6156	AS202984 Chernyshov Aleksandr Aleksandrovich	101000	Europe/Moscow
46.8.156.158		Moscow	Moscow	RU	55.7522,37.6156	AS35048 Biterika Group LLC	101000	Europe/Moscow
46.8.193.235		Moscow	Moscow	RU	55.7522,37.6156	AS35048 Biterika Group LLC	101000	Europe/Moscow
46.8.212.150		Moscow	Moscow	RU	55.7522,37.6156	AS35048 Biterika Group LLC	101000	Europe/Moscow
46.8.23.32		Moscow	Moscow	RU	55.7522,37.6156	AS35048 Biterika Group LLC	101000	Europe/Moscow
5.101.156.211	m1.dirac4.beget.com	Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS198610 Beget LLC	195213	Europe/Moscow
5.101.157.12	m1.zip4.beget.com	Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS198610 Beget LLC	195213	Europe/Moscow
5.101.157.22	m1.perun.beget.com	Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS198610 Beget LLC	195213	Europe/Moscow
5.101.157.24	m1.serena4.beget.com	Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS198610 Beget LLC	195213	Europe/Moscow
5.101.6.56	calvin.store.rgbtread.com	Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS34665 Petersburg Internet Network ltd.	195213	Europe/Moscow
5.188.118.241		Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS49505 JSC Selectel	195213	Europe/Moscow
5.188.159.153		Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS49505 JSC Selectel	195213	Europe/Moscow
5.188.167.237		Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS205553 LTD Magistral_Telecom	195213	Europe/Moscow
5.188.62.140		Tyarlevo	St.-Petersburg	RU	59.7513,30.4766	AS34665 Petersburg Internet Network ltd.	196143	Europe/Moscow
5.188.62.174		Tyarlevo	St.-Petersburg	RU	59.7513,30.4766	AS34665 Petersburg Internet Network ltd.	196143	Europe/Moscow
5.188.62.21		Tyarlevo	St.-Petersburg	RU	59.7513,30.4766	AS34665 Petersburg Internet Network ltd.	196143	Europe/Moscow
5.188.62.26	projsend4.ru	Tyarlevo	St.-Petersburg	RU	59.7513,30.4766	AS34665 Petersburg Internet Network ltd.	196143	Europe/Moscow
5.188.62.76		Tyarlevo	St.-Petersburg	RU	59.7513,30.4766	AS34665 Petersburg Internet Network ltd.	196143	Europe/Moscow
5.23.50.121	vh272.timeweb.ru	Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS9123 TimeWeb Ltd.	195213	Europe/Moscow
5.23.50.27	vh424.timeweb.ru	Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS9123 TimeWeb Ltd.	195213	Europe/Moscow
5.23.50.56	vh420.timeweb.ru	Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS9123 TimeWeb Ltd.	195213	Europe/Moscow
5.23.50.61	vh322.timeweb.ru	Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS9123 TimeWeb Ltd.	195213	Europe/Moscow
5.23.51.23	vh346.timeweb.ru	Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS9123 TimeWeb Ltd.	195213	Europe/Moscow
5.23.51.236	vh360.timeweb.ru	Saint Petersburg	St.-Petersburg	RU	59.9386,30.3141	AS9123 TimeWeb Ltd.	195213	Europe/Moscow
