ip	hostname	city	region	country	loc	org	postal	timezone
102.176.107.98		Mandela	Greater Accra	GH	5.5522,-0.3391	AS29614 Ghana Telecommunications Company Limited		Africa/Accra
102.216.212.171		Accra	Greater Accra	GH	5.5560,-0.1969	AS329009 Spectrum Internet Service Ltd		Africa/Accra
154.160.14.154	dyn-as-gpon-154-160-14-154.mtn.com.gh	Accra	Greater Accra	GH	5.5560,-0.1969	AS30986 Scancom Limited		Africa/Accra
154.160.14.162	dyn-as-gpon-154-160-14-162.mtn.com.gh	Accra	Greater Accra	GH	5.5560,-0.1969	AS30986 Scancom Limited		Africa/Accra
154.160.14.28	dyn-as-gpon-154-160-14-28.mtn.com.gh	Accra	Greater Accra	GH	5.5560,-0.1969	AS30986 Scancom Limited		Africa/Accra
102.213.69.4		Addis Ababa	Addis Ababa	ET	9.0250,38.7469	AS328988 SAFARICOM TELECOMMUNICATIONS ETHIOPIA PLC		Africa/Addis_Ababa
196.188.138.233		Addis Ababa	Addis Ababa	ET	9.0250,38.7469	AS24757 Ethio Telecom		Africa/Addis_Ababa
196.188.224.178		Addis Ababa	Addis Ababa	ET	9.0250,38.7469	AS24757 Ethio Telecom		Africa/Addis_Ababa
196.189.11.209		Addis Ababa	Addis Ababa	ET	9.0250,38.7469	AS24757 Ethio Telecom		Africa/Addis_Ababa
196.189.152.169		Addis Ababa	Addis Ababa	ET	9.0250,38.7469	AS24757 Ethio Telecom		Africa/Addis_Ababa
196.189.152.50		Addis Ababa	Addis Ababa	ET	9.0250,38.7469	AS24757 Ethio Telecom		Africa/Addis_Ababa
196.189.16.155		Addis Ababa	Addis Ababa	ET	9.0250,38.7469	AS24757 Ethio Telecom		Africa/Addis_Ababa
196.189.245.222		Nazrēt	Oromiya	ET	8.5500,39.2667	AS24757 Ethio Telecom		Africa/Addis_Ababa
196.190.88.241		Dessie	Amhara	ET	11.1333,39.6333	AS24757 Ethio Telecom		Africa/Addis_Ababa
196.191.121.207		Jimma	Oromiya	ET	7.6734,36.8344	AS24757 Ethio Telecom		Africa/Addis_Ababa
196.191.156.149		Gambēla	Gambela	ET	8.2500,34.5833	AS24757 Ethio Telecom		Africa/Addis_Ababa
213.55.96.150		Addis Ababa	Addis Ababa	ET	9.0250,38.7469	AS24757 Ethio Telecom		Africa/Addis_Ababa
213.55.96.154		Addis Ababa	Addis Ababa	ET	9.0250,38.7469	AS24757 Ethio Telecom		Africa/Addis_Ababa
105.98.115.207		Birkhadem	Algiers	DZ	36.7150,3.0500	AS36947 Telecom Algeria	16029	Africa/Algiers
129.45.115.2		Constantine	Constantine	DZ	36.3650,6.6147	AS327931 Optimum Telecom Algeria	04011	Africa/Algiers
154.247.174.92		Sétif	Sétif	DZ	36.1911,5.4137	AS36947 Telecom Algeria	19034	Africa/Algiers
154.248.76.141		Oran	Oran	DZ	35.6991,-0.6359	AS36947 Telecom Algeria	31000	Africa/Algiers
197.205.226.143		El Oued	El Oued	DZ	33.3561,6.8632	AS36947 Telecom Algeria	39006	Africa/Algiers
197.206.159.149		El Oued	El Oued	DZ	33.3561,6.8632	AS36947 Telecom Algeria	39006	Africa/Algiers
41.104.54.226		El Oued	El Oued	DZ	33.3561,6.8632	AS36947 Telecom Algeria	39006	Africa/Algiers
41.111.178.66		Constantine	Constantine	DZ	36.3650,6.6147	AS36947 Telecom Algeria	04011	Africa/Algiers
41.201.225.118		Béchar	Béchar	DZ	31.6167,-2.2167	AS36947 Telecom Algeria	08004	Africa/Algiers
197.155.155.5		Bamako	Bamako	ML	12.6091,-7.9752	AS30985 Orange Mali SA		Africa/Bamako
41.70.100.6		Mzuzu	Northern Region	MW	-11.4656,34.0207	AS37215 Malawi Research and Education Network - MAREN	105214	Africa/Blantyre
102.41.30.66		Alexandria	Alexandria	EG	31.2018,29.9158	AS8452 TE-AS		Africa/Cairo
154.177.233.233		Giza	Giza	EG	30.0094,31.2086	AS8452 TE-AS		Africa/Cairo
156.205.225.78		Al-'Ubūr	Qalyubia	EG	30.2289,31.4815	AS8452 TE-AS		Africa/Cairo
197.32.135.183		Shirbīn	Dakahlia	EG	31.1969,31.5243	AS8452 TE-AS		Africa/Cairo
41.38.19.185		Shibīn al Kawm	Monufia	EG	30.5526,31.0090	AS8452 TE-AS		Africa/Cairo
102.50.246.167		Casablanca	Casablanca-Settat	MA	33.5883,-7.6114	AS6713 Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM	29640	Africa/Casablanca
105.158.186.176		Tangier	Tanger-Tetouan-Al Hoceima	MA	35.7673,-5.7998	AS36903 Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM	90052	Africa/Casablanca
105.159.12.62		Tangier	Tanger-Tetouan-Al Hoceima	MA	35.7673,-5.7998	AS36903 Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM	90052	Africa/Casablanca
105.159.4.5		Tangier	Tanger-Tetouan-Al Hoceima	MA	35.7673,-5.7998	AS36903 Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM	90052	Africa/Casablanca
160.179.224.83		Tangier	Tanger-Tetouan-Al Hoceima	MA	35.7673,-5.7998	AS36903 Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM	90052	Africa/Casablanca
196.217.194.148	adsl196-148-194-217-196.adsl196-15.iam.net.ma	Casablanca	Casablanca-Settat	MA	33.5883,-7.6114	AS36903 Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM	29640	Africa/Casablanca
196.70.252.214		Casablanca	Casablanca-Settat	MA	33.5883,-7.6114	AS6713 Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM	29640	Africa/Casablanca
197.145.73.114		Casablanca	Casablanca-Settat	MA	33.5883,-7.6114	AS36884 Wana Corporate	29640	Africa/Casablanca
197.230.45.114		Casablanca	Casablanca-Settat	MA	33.5883,-7.6114	AS36925 MEDITELECOM	29640	Africa/Casablanca
41.141.120.155		Casablanca	Casablanca-Settat	MA	33.5883,-7.6114	AS36903 Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM	29640	Africa/Casablanca
82.223.18.181		Melilla	Melilla	ES	35.2937,-2.9383	AS8560 IONOS SE	52001	Africa/Ceuta
82.223.23.67	server.dsgnbox.es	Melilla	Melilla	ES	35.2937,-2.9383	AS8560 IONOS SE	52001	Africa/Ceuta
102.223.7.56	egazmail.egoz.go.tz	Zanzibar	Zanzibar Urban/West	TZ	-6.1639,39.1979	AS328676 Zanzibar Information Communication Technology Infrastructure Agency (ZICTIA)		Africa/Dar_es_Salaam
154.118.228.210	210-228-118-154.eganet.go.tz	Dodoma	Dodoma	TZ	-6.1722,35.7395	AS327795 e-Government Authority		Africa/Dar_es_Salaam
41.59.198.110	110.198-59-41.ttcl.co.tz	Dar es Salaam	Dar es Salaam Region	TZ	-6.8235,39.2695	AS33765 TANZANIA TELECOMMUNICATIONS CO. LTD		Africa/Dar_es_Salaam
41.73.194.141		Dar es Salaam	Dar es Salaam Region	TZ	-6.8235,39.2695	AS36930 MIC TANZANIA LTD		Africa/Dar_es_Salaam
129.0.183.107	host-129.0.183.107.mtn.cm	Yaoundé	Centre	CM	3.8667,11.5167	AS30992 MTN Network Solutions (Cameroon)		Africa/Douala
154.72.163.226		Yaoundé	Centre	CM	3.8667,11.5167	AS15964 CAMTEL		Africa/Douala
154.72.168.249		Douala	Littoral	CM	4.0483,9.7043	AS15964 CAMTEL		Africa/Douala
154.72.169.215		Douala	Littoral	CM	4.0483,9.7043	AS15964 CAMTEL		Africa/Douala
154.72.170.220		Douala	Littoral	CM	4.0483,9.7043	AS15964 CAMTEL		Africa/Douala
154.72.171.9		Douala	Littoral	CM	4.0483,9.7043	AS15964 CAMTEL		Africa/Douala
41.78.85.225		Freetown	Western Area	SL	8.4871,-13.2356	AS37208 Afcom (SL) Limited		Africa/Freetown
196.29.35.79	10x.masawara.com	Harare	Harare	ZW	-17.8277,31.0534	AS37183 Utande Internet Services (Pvt) Ltd		Africa/Harare
197.221.254.74	16.74.telone.co.zw	Harare	Harare	ZW	-17.8277,31.0534	AS37204 Telone PVT Ltd		Africa/Harare
102.129.48.36	ns1.megacphost.co.za	Johannesburg	Gauteng	ZA	-26.2023,28.0436	AS327991 Megasurf Wireless Internet CC	2041	Africa/Johannesburg
102.209.117.36	ls14.host-ww.net	Johannesburg	Gauteng	ZA	-26.2023,28.0436	AS329184 Host Africa (Pty) Ltd	2041	Africa/Johannesburg
102.212.97.171		Johannesburg	Gauteng	ZA	-26.2023,28.0436	AS37611 Afrihost (Pty) Ltd	2041	Africa/Johannesburg
102.214.117.34	102-214-117-34.ptr.fibertime.network	Cape Town	Western Cape	ZA	-33.9258,18.4232	AS329126 IIP1 Pty Ltd	7945	Africa/Johannesburg
102.222.124.14	miles.aserv.co.za	Benoni	Gauteng	ZA	-26.1885,28.3208	AS37611 Afrihost (Pty) Ltd	1501	Africa/Johannesburg
102.222.51.161	prideline.co.bw	Johannesburg	Gauteng	ZA	-26.2000,28.0833	AS327750 JENNY INTERNET (PTY) LTD	2160	Africa/Johannesburg
105.214.67.75		Johannesburg	Gauteng	ZA	-26.2023,28.0436	AS16637 MTN SA	2041	Africa/Johannesburg
105.214.99.58		Johannesburg	Gauteng	ZA	-26.2023,28.0436	AS16637 MTN SA	2041	Africa/Johannesburg
105.242.233.194	vc-gp-n-105-242-233-194.umts.vodacom.co.za	Johannesburg	Gauteng	ZA	-26.2023,28.0436	AS36994 Vodacom	2041	Africa/Johannesburg
129.232.136.83	dedi444.jnb2.host-h.net	Johannesburg	Gauteng	ZA	-26.2023,28.0436	AS37153 Xneelo (Pty) Ltd	2041	Africa/Johannesburg
129.232.138.121	www113.jnb2.host-h.net	Johannesburg	Gauteng	ZA	-26.2023,28.0436	AS37153 Xneelo (Pty) Ltd	2041	Africa/Johannesburg
129.232.138.210	dedi1005.jnb1.host-h.net	Johannesburg	Gauteng	ZA	-26.2023,28.0436	AS37153 Xneelo (Pty) Ltd	2041	Africa/Johannesburg
129.232.138.38	www103.jnb2.host-h.net	Johannesburg	Gauteng	ZA	-26.2023,28.0436	AS37153 Xneelo (Pty) Ltd	2041	Africa/Johannesburg
129.232.138.75	www105.jnb2.host-h.net	Johannesburg	Gauteng	ZA	-26.2023,28.0436	AS37153 Xneelo (Pty) Ltd	2041	Africa/Johannesburg
129.232.177.238	srv1.robothost.co.za	Johannesburg	Gauteng	ZA	-26.2023,28.0436	AS37153 Xneelo (Pty) Ltd	2041	Africa/Johannesburg
129.232.251.210	dedi413.jnb3.host-h.net	Johannesburg	Gauteng	ZA	-26.2023,28.0436	AS37153 Xneelo (Pty) Ltd	2041	Africa/Johannesburg
13.245.23.78	ec2-13-245-23-78.af-south-1.compute.amazonaws.com	Cape Town	Western Cape	ZA	-33.9258,18.4232	AS16509 Amazon.com, Inc.	7945	Africa/Johannesburg
154.0.160.90	reactor.aserv.co.za	Johannesburg	Gauteng	ZA	-26.2023,28.0436	AS37611 Afrihost (Pty) Ltd	2041	Africa/Johannesburg
154.0.166.169	korg.aserv.co.za	Johannesburg	Gauteng	ZA	-26.2023,28.0436	AS37611 Afrihost (Pty) Ltd	2041	Africa/Johannesburg
154.0.167.183	samus.aserv.co.za	Johannesburg	Gauteng	ZA	-26.2023,28.0436	AS37611 Afrihost (Pty) Ltd	2041	Africa/Johannesburg
154.0.168.62	issa.aserv.co.za	Johannesburg	Gauteng	ZA	-26.2023,28.0436	AS37611 Afrihost (Pty) Ltd	2041	Africa/Johannesburg
154.0.170.193	erumpent.aserv.co.za	Johannesburg	Gauteng	ZA	-26.2023,28.0436	AS37611 Afrihost (Pty) Ltd	2041	Africa/Johannesburg
154.0.170.71	liyaqat.aserv.co.za	Johannesburg	Gauteng	ZA	-26.2023,28.0436	AS37611 Afrihost (Pty) Ltd	2041	Africa/Johannesburg
154.0.172.222	pharah.aserv.co.za	Johannesburg	Gauteng	ZA	-26.2023,28.0436	AS37611 Afrihost (Pty) Ltd	2041	Africa/Johannesburg
154.0.175.146	widowmaker.aserv.co.za	Johannesburg	Gauteng	ZA	-26.2023,28.0436	AS37611 Afrihost (Pty) Ltd	2041	Africa/Johannesburg
154.0.175.159	peach.aserv.co.za	Johannesburg	Gauteng	ZA	-26.2023,28.0436	AS37611 Afrihost (Pty) Ltd	2041	Africa/Johannesburg
156.38.134.102	ado.daggersorange.com	Johannesburg	Gauteng	ZA	-26.2023,28.0436	AS37153 Xneelo (Pty) Ltd	2041	Africa/Johannesburg
156.38.203.118	dedi1757.jnb1.host-h.net	Johannesburg	Gauteng	ZA	-26.2023,28.0436	AS37153 Xneelo (Pty) Ltd	2041	Africa/Johannesburg
156.38.230.128	dedi1043.jnb3.host-h.net	Johannesburg	Gauteng	ZA	-26.2023,28.0436	AS37153 Xneelo (Pty) Ltd	2041	Africa/Johannesburg
156.38.250.133	dedi1209.jnb2.host-h.net	Johannesburg	Gauteng	ZA	-26.2023,28.0436	AS37153 Xneelo (Pty) Ltd	2041	Africa/Johannesburg
156.38.250.68	www517.jnb3.host-h.net	Johannesburg	Gauteng	ZA	-26.2023,28.0436	AS37153 Xneelo (Pty) Ltd	2041	Africa/Johannesburg
160.119.249.240		Johannesburg	Gauteng	ZA	-26.2023,28.0436	AS329184 Host Africa (Pty) Ltd	2041	Africa/Johannesburg
160.119.251.131		Johannesburg	Gauteng	ZA	-26.2023,28.0436	AS329184 Host Africa (Pty) Ltd	2041	Africa/Johannesburg
164.160.91.19	rs26-jhb.za-dns.com	Johannesburg	Gauteng	ZA	-26.2023,28.0436	AS328037 Optify Systems (Pty) Ltd	2041	Africa/Johannesburg
165.73.242.163		Johannesburg	Gauteng	ZA	-26.2023,28.0436	AS40676 Psychz Networks	2041	Africa/Johannesburg
196.22.132.16	www16.jnb1.host-h.net	Johannesburg	Gauteng	ZA	-26.2023,28.0436	AS37153 Xneelo (Pty) Ltd	2041	Africa/Johannesburg
196.22.142.152	www405.jnb1.host-h.net	Johannesburg	Gauteng	ZA	-26.2023,28.0436	AS37153 Xneelo (Pty) Ltd	2041	Africa/Johannesburg
196.40.97.156	www56.cpt1.host-h.net	Cape Town	Western Cape	ZA	-33.9258,18.4232	AS37153 Xneelo (Pty) Ltd	7945	Africa/Johannesburg
197.189.255.147	serv2.ohostdns.co.za	Cape Town	Western Cape	ZA	-33.9258,18.4232	AS37153 Xneelo (Pty) Ltd	7945	Africa/Johannesburg
197.221.14.19	www19.cpt3.host-h.net	Cape Town	Western Cape	ZA	-33.9258,18.4232	AS37153 Xneelo (Pty) Ltd	7945	Africa/Johannesburg
197.221.14.57	www57.cpt3.host-h.net	Cape Town	Western Cape	ZA	-33.9258,18.4232	AS37153 Xneelo (Pty) Ltd	7945	Africa/Johannesburg
197.221.14.60	www60.cpt3.host-h.net	Cape Town	Western Cape	ZA	-33.9258,18.4232	AS37153 Xneelo (Pty) Ltd	7945	Africa/Johannesburg
197.221.14.63	www63.cpt3.host-h.net	Cape Town	Western Cape	ZA	-33.9258,18.4232	AS37153 Xneelo (Pty) Ltd	7945	Africa/Johannesburg
197.221.14.87	www8.cpt4.host-h.net	Cape Town	Western Cape	ZA	-33.9258,18.4232	AS37153 Xneelo (Pty) Ltd	7945	Africa/Johannesburg
197.221.2.7	www7.cpt1.host-h.net	Cape Town	Western Cape	ZA	-33.9258,18.4232	AS37153 Xneelo (Pty) Ltd	7945	Africa/Johannesburg
197.242.144.14	vegeta.aserv.co.za	Pretoria	Gauteng	ZA	-25.7449,28.1878	AS37611 Afrihost (Pty) Ltd	0083	Africa/Johannesburg
197.242.146.191	welles.aserv.co.za	Pretoria	Gauteng	ZA	-25.7449,28.1878	AS37611 Afrihost (Pty) Ltd	0083	Africa/Johannesburg
197.242.157.213	spokenword.dedicated.co.za	Pretoria	Gauteng	ZA	-25.7449,28.1878	AS37611 Afrihost (Pty) Ltd	0083	Africa/Johannesburg
197.98.201.122		Johannesburg	Gauteng	ZA	-26.2023,28.0436	AS3741 Dimension Data	2041	Africa/Johannesburg
2c0f:f850:dc05:ea57:1:b912:0:1		Johannesburg	Gauteng	ZA	-26.2023,28.0436	AS327979 DIAMATRIX C.C	2041	Africa/Johannesburg
41.185.64.193	alt42-cvps01.hostserv.co.za	Cape Town	Western Cape	ZA	-33.9258,18.4232	AS36943 1 GRID (PTY) LTD	7945	Africa/Johannesburg
41.185.64.74	nor85-cvpsc01.hostserv.co.za	Cape Town	Western Cape	ZA	-33.9258,18.4232	AS36943 1 GRID (PTY) LTD	7945	Africa/Johannesburg
41.185.65.61	edk25-cvps01.hostserv.co.za	Cape Town	Western Cape	ZA	-33.9258,18.4232	AS36943 1 GRID (PTY) LTD	7945	Africa/Johannesburg
41.185.8.184	srv112.hostserv.co.za	Cape Town	Western Cape	ZA	-33.9258,18.4232	AS36943 1 GRID (PTY) LTD	7945	Africa/Johannesburg
41.185.8.228	srv156.hostserv.co.za	Cape Town	Western Cape	ZA	-33.9258,18.4232	AS36943 1 GRID (PTY) LTD	7945	Africa/Johannesburg
41.185.8.252	srv172.hostserv.co.za	Cape Town	Western Cape	ZA	-33.9258,18.4232	AS36943 1 GRID (PTY) LTD	7945	Africa/Johannesburg
41.193.5.58		Johannesburg	Gauteng	ZA	-26.2023,28.0436	AS11845 Vox Telecom Ltd	2041	Africa/Johannesburg
41.203.18.23	www23.jnb2.host-h.net	Johannesburg	Gauteng	ZA	-26.2023,28.0436	AS37153 Xneelo (Pty) Ltd	2041	Africa/Johannesburg
41.203.18.241	www92.jnb2.host-h.net	Johannesburg	Gauteng	ZA	-26.2023,28.0436	AS37153 Xneelo (Pty) Ltd	2041	Africa/Johannesburg
41.203.18.30	www30.jnb2.host-h.net	Johannesburg	Gauteng	ZA	-26.2023,28.0436	AS37153 Xneelo (Pty) Ltd	2041	Africa/Johannesburg
41.203.18.36	www36.jnb2.host-h.net	Johannesburg	Gauteng	ZA	-26.2023,28.0436	AS37153 Xneelo (Pty) Ltd	2041	Africa/Johannesburg
41.203.18.6	www6.jnb2.host-h.net	Johannesburg	Gauteng	ZA	-26.2023,28.0436	AS37153 Xneelo (Pty) Ltd	2041	Africa/Johannesburg
41.204.200.133	dedi133.cpt2.host-h.net	Cape Town	Western Cape	ZA	-33.9258,18.4232	AS37153 Xneelo (Pty) Ltd	7945	Africa/Johannesburg
41.204.202.47	www47.cpt2.host-h.net	Cape Town	Western Cape	ZA	-33.9258,18.4232	AS37153 Xneelo (Pty) Ltd	7945	Africa/Johannesburg
197.243.16.120	wmh.cp.020.mb.rw	Kigali	Kigali	RW	-1.9500,30.0588	AS37228 KT RWANDA NETWORK Ltd		Africa/Kigali
102.219.189.67		Lagos	Lagos	NG	6.4541,3.3947	AS328854 CEFLIX-SCEPTER LIMITED		Africa/Lagos
154.113.23.114		Lagos	Lagos	NG	6.4541,3.3947	AS37282 Mainone Cable Company		Africa/Lagos
169.159.81.97		Lagos	Lagos	NG	6.4541,3.3947	AS37637 Smile Communications Nigeria		Africa/Lagos
169.239.108.198		Luanda	Luanda	AO	-8.8368,13.2343	AS36881 Multitel Servicos de Telecomunicacoes		Africa/Luanda
102.23.122.251		Lusaka	Lusaka Province	ZM	-15.4067,28.2871	AS328646 INFRATEL CORPORATION LIMITED		Africa/Lusaka
160.242.35.170		Maputo	Maputo City	MZ	-25.9655,32.5832	AS33763 Paratus Telecommunications Limited		Africa/Maputo
196.28.225.242	cisco-cta-isp-pe-datt-sw-1.tdm.mz	Maputo	Maputo City	MZ	-25.9655,32.5832	AS30619 TMCEL - Moçambique Telecom, SA		Africa/Maputo
197.249.239.72		Maputo	Maputo City	MZ	-25.9655,32.5832	AS25139 TVCABO - Comunicacoes Multimedia, Lda		Africa/Maputo
69.63.64.21	webs.swazi.net	Manzini	Manzini Region	SZ	-26.4988,31.3800	AS19711 SWAZILAND PTC		Africa/Mbabane
102.0.5.244	244-5-0-102.r.airtelkenya.com	Nairobi	Nairobi County	KE	-1.2833,36.8167	AS36926 Airtel Networks Kenya Limited	00800	Africa/Nairobi
102.216.119.22	kifaru.kenyaonline.com	Nairobi	Nairobi County	KE	-1.2833,36.8167	AS329026 Kenyaweb.com Limited	00800	Africa/Nairobi
102.223.33.219		Nairobi	Nairobi County	KE	-1.2833,36.8167	AS328652 Hirani Telecommunication ltd	00800	Africa/Nairobi
194.201.253.122	asalfo.org	Nairobi	Nairobi County	KE	-1.2833,36.8167	AS25568 Kenyaweb.com	00800	Africa/Nairobi
41.204.184.198		Nairobi	Nairobi County	KE	-1.2833,36.8167	AS36914 Kenya Education Network	00800	Africa/Nairobi
41.80.37.46	cpanel-kasneb.safaricombusiness.co.ke	Nairobi	Nairobi County	KE	-1.2833,36.8167	AS37061 Safaricom Limited	00800	Africa/Nairobi
41.81.1.167		Nairobi	Nairobi County	KE	-1.2833,36.8167	AS33771 Safaricom Limited	00800	Africa/Nairobi
41.89.92.166		Nairobi	Nairobi County	KE	-1.2833,36.8167	AS36914 Kenya Education Network	00800	Africa/Nairobi
41.90.33.23		Nairobi	Nairobi County	KE	-1.2833,36.8167	AS33771 Safaricom Limited	00800	Africa/Nairobi
41.188.98.29		Nouakchott	Mauritania	MR	18.0858,-15.9785	AS29544 Mauritanian Telecommunication Company		Africa/Nouakchott
196.13.207.92		Ouagadougou	Centre	BF	12.3657,-1.5339	AS327871 Agence Nationale de Promotion des TIC (ANPTIC)		Africa/Ouagadougou
41.79.219.88		Cotonou	Littoral	BJ	6.3654,2.4183	AS37424 SPACETEL BENIN SA		Africa/Porto-Novo
102.219.178.139	v2-uf05bt4m.svr.oxa.host	Tunis	Tunis Governorate	TN	36.8190,10.1658	AS328853 OXAHOST		Africa/Tunis
102.219.179.147		Tunis	Tunis Governorate	TN	36.8190,10.1658	AS328853 OXAHOST		Africa/Tunis
169.255.70.62	reverse-62.cloudtemple.net	Tunis	Tunis Governorate	TN	36.8190,10.1658	AS37709 Cloud Temple Tunisia		Africa/Tunis
193.95.2.90		Carthage	Tunis Governorate	TN	36.8611,10.3316	AS31245 ATI - Agence Tunisienne Internet		Africa/Tunis
216.48.99.135		Saint John’s	Saint John Parish	AG	17.1210,-61.8433	AS11594 APUA		America/Antigua
179.60.199.135	host135.179-60-199.cotelcam.net.ar	Buenos Aires	Buenos Aires F.D.	AR	-34.4696,-58.6713	AS12150 COTELCAM	1612	America/Argentina/Buenos_Aires
181.117.7.53	obi-wan.infoar.net	La Plata	Buenos Aires	AR	-34.9215,-57.9545	AS11664 Techtel LMDS Comunicaciones Interactivas S.A.	1900	America/Argentina/Buenos_Aires
181.24.198.156	181-24-198-156.speedy.com.ar	San Miguel	Buenos Aires	AR	-34.5433,-58.7123	AS22927 Telefonica de Argentina	1663	America/Argentina/Buenos_Aires
186.139.161.22	22-161-139-186.fibertel.com.ar	Castelar	Buenos Aires	AR	-34.6514,-58.6407	AS7303 Telecom Argentina S.A.	1712	America/Argentina/Buenos_Aires
186.23.239.86	cpe-186-23-239-86.telecentro-reversos.com.ar	Buenos Aires	Buenos Aires F.D.	AR	-34.6131,-58.3772	AS27747 Telecentro S.A.	1871	America/Argentina/Buenos_Aires
190.2.244.122	122.244.2.190.skyonline.net	Buenos Aires	Buenos Aires F.D.	AR	-34.6131,-58.3772	AS52346 Diveo Argentina	1871	America/Argentina/Buenos_Aires
2800:810:496:11fa:78c4:f6ad:401f:25ab		Hurlingham	Buenos Aires	AR	-34.5904,-58.6290	AS27747 Telecentro S.A.	1686	America/Argentina/Buenos_Aires
2800:810:500:1ff:d8bd:2b2:c7d:6ad0		San Isidro	Buenos Aires	AR	-34.4697,-58.5211	AS27747 Telecentro S.A.	1642	America/Argentina/Buenos_Aires
43.229.9.118		Buenos Aires	Buenos Aires F.D.	AR	-34.6131,-58.3772	AS396356 Latitude.sh	1871	America/Argentina/Buenos_Aires
149.50.145.236	vps-4759582-x.dattaweb.com	Rosario	Santa Fe	AR	-32.9468,-60.6393	AS27823 Dattatec.com	2000	America/Argentina/Cordoba
181.85.152.144		San Francisco del Chañar	Cordoba	AR	-29.7883,-63.9441	AS271984 AGENCIA CONECTIVIDAD CORDOBA SOCIEDAD DEL ESTADO	5209	America/Argentina/Cordoba
190.229.216.60	host60.190-229-216.telecom.net.ar	Corrientes	Corrientes	AR	-27.4678,-58.8344	AS7303 Telecom Argentina S.A.	3400	America/Argentina/Cordoba
200.58.118.110	dtcwin155-dr.dattaweb.com	Rosario	Santa Fe	AR	-32.9468,-60.6393	AS27823 Dattatec.com	2000	America/Argentina/Cordoba
2800:6c0:3::1116		Rosario	Santa Fe	AR	-32.9468,-60.6393	AS27823 Dattatec.com	2000	America/Argentina/Cordoba
2800:6c0:5::15a4		Rosario	Santa Fe	AR	-32.9468,-60.6393	AS27823 Dattatec.com	2000	America/Argentina/Cordoba
2800:6c0:5::26a		Rosario	Santa Fe	AR	-32.9468,-60.6393	AS27823 Dattatec.com	2000	America/Argentina/Cordoba
2800:6c0:5::8dd		Rosario	Santa Fe	AR	-32.9468,-60.6393	AS27823 Dattatec.com	2000	America/Argentina/Cordoba
2800:6c0:5::bea		Rosario	Santa Fe	AR	-32.9468,-60.6393	AS27823 Dattatec.com	2000	America/Argentina/Cordoba
201.253.217.128	host128.201-253-217.telecom.net.ar	Chilecito	La Rioja	AR	-29.1620,-67.4974	AS7303 Telecom Argentina S.A.	5360	America/Argentina/La_Rioja
201.220.181.138	host-cotesma-181-220-138.smandes.com.ar	San Martín de los Andes	Neuquen	AR	-40.1579,-71.3534	AS27818 Cotesma	8370	America/Argentina/Salta
186.158.200.161	host161.186-158-200.claro.com.py	Asunción	Asunción	PY	-25.2865,-57.6470	AS19037 AMX Argentina S.A.		America/Asuncion
2803:2a00:2c0e:234b:f908:5545:e0c5:2682		Capiatá	Central Department	PY	-25.3552,-57.4455	AS27895 Núcleo S.A.		America/Asuncion
177.193.221.104	b1c1dd68.virtua.com.br	Salvador	Bahia	BR	-12.9756,-38.4910	AS28573 Claro NXT Telecomunicacoes Ltda	40000-000	America/Bahia
187.44.255.142	187-44-255-142.static.itsweb.com.br	Salvador	Bahia	BR	-12.9756,-38.4910	AS28186 ITS TELECOMUNICACOES LTDA	40000-000	America/Bahia
2804:d47:5b1d:db00:8146:d622:f5fe:9c50		Salvador	Bahia	BR	-12.9756,-38.4910	AS7738 V tal	40000-000	America/Bahia
179.51.102.102		Bogotá	Bogota D.C.	CO	4.6097,-74.0817	AS263210 HV TELEVISION S.A.S	111411	America/Bogota
181.204.91.19	static-ba-181-204-91-19.tigoune.com.co	Pereira	Risaralda Department	CO	4.8133,-75.6961	AS27831 Colombia Móvil	660001	America/Bogota
186.155.132.178	dynamic-186-155-132-178.dynamic.etb.net.co	Bogotá	Bogota D.C.	CO	4.6097,-74.0817	AS19429 ETB - Colombia	111411	America/Bogota
186.155.246.60	static-186-155-246-60.static.etb.net.co	Bogotá	Bogota D.C.	CO	4.6097,-74.0817	AS19429 ETB - Colombia	111411	America/Bogota
190.24.48.124	static-190-24-48-124.etb.net.co	Bogotá	Bogota D.C.	CO	4.6097,-74.0817	AS19429 ETB - Colombia	111411	America/Bogota
191.104.226.184		Bucaramanga	Santander Department	CO	7.1254,-73.1198	AS3816 COLOMBIA TELECOMUNICACIONES S.A. ESP BIC	680001	America/Bogota
45.181.156.103	galileo.kuasar.net	Cota	Cundinamarca	CO	4.8094,-74.0980	AS269755 ODATA COLOMBIA SAS	250010	America/Bogota
143.255.85.247		El Vigía	Mérida	VE	8.6135,-71.6570	AS263703 VIGINET C.A		America/Caracas
190.202.87.182		Maracay	Aragua	VE	10.2354,-67.5911	AS8048 CANTV Servicios, Venezuela		America/Caracas
104.154.154.30	30.154.154.104.bc.googleusercontent.com	Council Bluffs	Iowa	US	41.2619,-95.8608	AS396982 Google LLC	51502	America/Chicago
